,Anger,Happiness,Fear,Sadness,NG_score,Neutral_Dummy,Interaction_anger_Neutral,Interaction_fear_Neutral,Interaction_happiness_Neutral,Interaction_sadness_Neutral,Number_Outgroup_Words_log,Number_Ingroup_Words_log,Interaction_Outgroup_anger,Interaction_Ingroup_anger,Interaction_Outgroup_fear,Interaction_Outgroup_happiness,id,Party,author_id_new,Follower_count,RT_count,text
12668,0.27463427,0.043626267,0.43072614,0.08421488,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231654124925652992,Democrat,1880674038,25214,0,"William McRaven: If good men like Joe Maguire can’t speak the truth, we should be deeply afraid https://t.co/V5FZNFCc4Z"
12670,0.6024261,0.04889242,0.19453739,0.058666255,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050167344851574784,Democrat,414436134,64137,0,We need a president who isn’t aligned with special interests that will destroy our planet. It’s time to prioritize renewable energy sources over the coal industry’s profits. \nhttps://t.co/7YuKHOYudq
12671,0.08114603,0.6107431,0.03233467,0.033879656,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.056246141908132735,0.0,0.0,487630708203327488,Democrat,1222257180,28564,0,Thank you @JerryBrownGov for helping the Valley move toward true mass transit. Orange Line=too popular for bus-only. http://t.co/wxSKnV2lk2
12672,0.051337365,0.68155867,0.025401987,0.052615922,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675013167978819584,Democrat,31801993,51875,0,Met the Litchkowskis in Old Bridge last year. Glad they're benefitting from #Sandy relief we fought for in Congress. https://t.co/3lUYAwm0SJ
12673,0.101271875,0.38665172,0.07542936,0.03208599,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953341793122299904,Democrat,3122099613,13455,0,"NJ is leading the way in making our communities safer. Now, let's #BanBumpStocks in Congress.\n\n@HouseGVP @GiffordsCourage @Everytown @NewtownAction @Bradybuzz @CeasefireNJ \n\nhttps://t.co/ZDNJurT6Ih"
12674,0.04882256,0.033995617,0.045802157,0.7151847,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634766514638483456,Democrat,3044993235,182954,0,"Last Saturday, America lost a hero- Julian Bond. His legacy will endure forever as @thenation beautifully illustrates http://t.co/zGKo1bAyim"
12675,0.054317787,0.7814726,0.057708282,0.039937038,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302059768408944640,Democrat,33537967,2043866,0,OK check out the winning entry and don’t miss the pizza guy. The Minnesota State Fair talent show at home! \n\nMinnesota's Got Talent: And the Winner Is... | Star Tribune - https://t.co/y7rwecGwna
12676,0.5538345,0.030351417,0.27366507,0.0924369,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.383888822171827,0.0,0.0,1378002908843806720,Democrat,242555999,584205,0,"This is what we let multi-national corporations get away with. Tax provisions from my bill, in Biden infrastructure plan, would reel this back. \nhttps://t.co/AVLdnoTXP1"
12679,0.110700026,0.033732455,0.39705288,0.04405534,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249057438680088576,Democrat,31801993,51875,0,"Tech companies’ new feature to contact trace coronavirus cases has positive potential, but we must ensure privacy concerns are considered.\n\nI’ll be following this closely to ensure consumer privacy is protected. https://t.co/g0ViRCQVTP"
12680,0.070721395,0.7083123,0.06304724,0.03898588,80.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.07769539361875141,0.0,0.06926447263060759,0.7781605969947726,887118321946165248,Democrat,29201047,496950,0,Great breaking news! @SenMikeLee and @JerryMoran will oppose GOP bill to destroy health care. https://t.co/Ix9M4xj2Nw
12681,0.74696577,0.035378028,0.07126114,0.089737676,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.5177572174502886,0.0,0.0,1341818918747435008,Democrat,258900199,79928,0,Turkey remains just behind China as #2 on the list of journalists jailed by country. Turkey’s blatant human rights abuses have exterminated press freedoms and deserve strong condemnation.\nhttps://t.co/8yrCsQpuEU
12682,0.05405897,0.08529586,0.05251,0.04897459,100.0,1.0,0.05405897,0.05251,0.08529586,0.04897459,0.0,0.0,0.0,0.0,0.0,0.0,587991943277318144,Democrat,789244177,18890,0,On the occasion of the Minority Health Month and the 50th Anniversary of ESEA: http://t.co/saMSbHubFZ and http://t.co/cDBPpu8jhD
12684,0.029596599,0.08508422,0.036314897,0.50948435,100.0,1.0,0.029596599,0.036314897,0.08508422,0.50948435,0.0,0.0,0.0,0.0,0.0,0.0,532337006974468096,Democrat,31013444,1057623,0,"Meet America's oldest-living veteran: 108-year-old whiskey-drinking, cigar-smoking Richard Overton http://t.co/tevijvChq5 via @YahooNews"
12687,0.10773685,0.10383604,0.0581883,0.054753494,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472086686063525888,Democrat,24195214,54979,0,"Thanks to 107 of my colleagues who joined me on this ""NYT: Lawmakers Ask State Dept. to Review Support for Honduras"" http://t.co/k5DY55CCJ4"
12689,0.65990853,0.034206454,0.18720528,0.054765657,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568313294779080704,Democrat,109287731,129752,0,"After hearing from constituents that their addresses with @USPS were changed without their knowledge, I’m sending a letter to Postmaster DeJoy to get to the bottom of this fraud &amp; strengthen security procedures to protect Granite Staters.\nhttps://t.co/FllJH1t3L9"
12692,0.56140506,0.048490718,0.28888482,0.067139335,80.0,1.0,0.56140506,0.28888482,0.048490718,0.067139335,1.0986122886681096,0.0,0.6167664978364574,0.0,0.31737241326167487,0.053272498681139896,715290005434974208,Democrat,23593446,150370,0,"Ladies and gentleman, your modern Republican Party... https://t.co/rjuLVs95qQ"
12693,0.6424809,0.04402923,0.22366537,0.052731138,100.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.6931471805599453,0.7058374119745469,0.4453338243986162,0.24572152403149952,0.04837105313859459,1044771672325332992,Democrat,119250381,33441,0,"This reminds me of the time he tweeted that the world was laughing at us under President Obama. \n\nAny comment, @realDonaldTrump?\n\nhttps://t.co/I7XzmZaijv"
12696,0.45456606,0.07368024,0.37657824,0.042592134,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585696478227464192,Democrat,516880804,44544,0,"Despite @HouseGOP constantly hoping for recession, the economy is growing – on top of the unprecedented 10 million jobs created under @POTUS. Meanwhile, the GOP is promising to hold our economy hostage if we don’t agree to cut Social Security &amp; Medicare. https://t.co/jXpECfsJA0"
12697,0.09505246,0.04703305,0.5095059,0.27567136,92.5,1.0,0.09505246,0.5095059,0.04703305,0.27567136,0.0,0.0,0.0,0.0,0.0,0.0,916364670700871680,Democrat,783792992,3021630,0,🤔 Economy posts first job losses in seven years | TheHill https://t.co/qwPTUAcFoL
12698,0.6298312500000001,0.03375374,0.23069653,0.052740272,95.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.43656575516604607,0.43656575516604607,0.15990664933446283,0.023396309714353445,956284096841478144,Democrat,1099199839,207534,0,President Trump isn’t taking Russian interference in our election seriously. We need to pass the bipartisan #SecureElectionsAct to protect our democracy from foreign influence. https://t.co/dLmdJkvURw
12699,0.04933564,0.15237428,0.029392265,0.034068495,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230949059004755968,Republican,303861808,41181,0,Vallejo Police Officer John Ehman and Vallejo Fire Captain Patrick Wong are this year’s Public Safety Heroes for Solano County! Please join me in thanking them for their incredible dedication to our safety and our community. https://t.co/XwxurFFTLE
12700,0.75636035,0.0390871999999999,0.09122889,0.05134375,80.0,1.0,0.75636035,0.09122889,0.0390871999999999,0.05134375,0.0,0.0,0.0,0.0,0.0,0.0,1382138786302279680,Democrat,193441812,255091,0,That’s right: we’re not changing the definition of infrastructure. Care work has ALWAYS been infrastructure and we need to finally treat it that way.\nhttps://t.co/ibblTUVLIK
12701,0.3960406999999999,0.03808716,0.14983034,0.19432949,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768739844151468032,Democrat,248495200,145159,0,"""He is unable or unwilling to separate truth from falsehood...He lacks self-control and...cannot tolerate criticism"" https://t.co/8Qb3FLjHrx"
12702,0.033653524,0.062312912,0.026723843,0.57372344,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355620742658981888,Democrat,33537967,2043866,0,A beautiful memorial service this afternoon for Olivia Wheeler Chutich. Olivia had a wonderful spirit with a smile that no one will ever forget. Thinking of Margaret and Penny and their family today. https://t.co/OmeHx0s5F0
12703,0.05117185,0.40653807,0.04284064,0.032876704,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319671768739610624,Democrat,2389877058,19396,0,"I am humbled to receive @thestate newspaper's endorsement. If re-elected, I will continue my commitment to ""move beyond partisanship to constructively tackle the issues that affect average South Carolinians.""\n\nhttps://t.co/VFvHv1gxbF"
12704,0.072304875,0.62278587,0.031076275,0.03253087,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071214040314249216,Democrat,258900199,79928,0,"While we must work towards an NYC in which public schools are 100% accessible, I am pleased that this enrollment policy change will give students the opportunity to attend schools that meet their physical accessibility needs. \nhttps://t.co/FtL9yIfyvo"
12705,0.76250964,0.033915635,0.081208065,0.08201973,100.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.5285314071157788,0.0,0.05628914129347877,0.0235085267771502,1286697006690373632,Democrat,40302336,455750,0,"DHS lied. They lied, not to protect Americans but instead, to exact a politically-motivated punishment on NYers who had done nothing wrong. Now, they're backtracking.\n\nThe only thing that surpasses the Trump Admin's pattern of illegality is its ineptitude.\nhttps://t.co/JseFRIqZ0d"
12707,0.4915773,0.030907953,0.34908223,0.052753124,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031939907932102656,Democrat,783792992,3021628,0,This EPA proposal would take us years back in the fight for proper pollution regulation. Climate change is one of the most significant threats to our future and we cannot afford any more detrimental environmental decisions on behalf of this administration.\nhttps://t.co/ZpYWLnpDkd
12710,0.7032197,0.035102513,0.10271811,0.08745631,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350648462195494912,Democrat,1058520120,744107,0,"Pausing these ads is not enough. \n\nAs requested, Mr. Zuckerberg—remove them permanently, conduct an independent investigation into how @Facebook enabled the insurrectionists and add an expert on countering extremism/domestic terrorism to your Board of Dir. https://t.co/MfepTxSgrZ"
12711,0.045180753,0.18051033,0.026635123,0.12410024,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786883702106324992,Democrat,153944899,41989,0,"Well-deserved prize #BobDylan for ""having created new poetic expressions within the great American song tradition."" https://t.co/416UdWlLJO"
12712,0.43217838,0.046542186,0.267798,0.057390183,95.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.29956322559596466,0.0,0.18562342865959222,0.032260585002996556,1172209719055998976,Democrat,308794407,35439,0,I’m working to reverse President Trump’s abuse of power as he robs military funds to pay for his ineffective border wall. We can’t let him use his false declaration of a national emergency to subvert the will of Congress and the American people. https://t.co/UXzVvabDQJ
12714,0.76808035,0.03953696,0.06524674,0.086001806,100.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.8438225111945026,0.0,0.07168087035953309,0.0434357901125795,1398016251058737152,Democrat,122174004,45741,0,Senate Republicans owe Gladys Sicknick an explanation for their refusal to investigate the attack that led to the death of her son.\nhttps://t.co/etpDVit96Q
12716,0.70648795,0.03008235,0.13490489,0.062426563,100.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.48970013064207557,0.0,0.09350894414724956,0.02085149608711747,1147502961490186240,Democrat,1055730738,37998,0,"President Trump keeps claiming the U.S. has the cleanest air and water in our history. It isn’t true, and he’s busy undermining vital public health &amp; environmental protections. And his administration works every day to hide the truth of climate change. https://t.co/mANd0QyWAa"
12717,0.34780696,0.032046814,0.41359904,0.060379982,100.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.38210500034029765,0.0,0.45438498792533294,0.035207023673061215,1314242141074448384,Democrat,970207298,7040193,0,Trump &amp; his right-wing buddies are desperate to overturn the ACA &amp; turn back the clock on reproductive rights. Amy Coney Barrett is their ideal nominee. Read my @TheCut piece on why we can’t sit back while abortion &amp; birth control access are on the line. https://t.co/zEE1LqHG0V
12718,0.040345576,0.03598124,0.06128547,0.7962247,100.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.04432414558699315,0.0,0.06732897045880078,0.03952943242551653,1151501214447800320,Democrat,242555999,584205,0,Those days are over.  A solemn reminder of the loss to our Supreme Court of Justices who put justice ahead of politics and Republican donor interests.  There was a time . . . .\nhttps://t.co/yFDrvHDqGL
12719,0.039355397,0.8244300000000001,0.028853374,0.039912004,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635585062961049600,Democrat,17494010,3458911,0,Absolutely wonderful news for both  #AmericanPharoah &amp; #Saratoga! http://t.co/oeNuS8ZaUL
12720,0.4847055999999999,0.078165874,0.103984855,0.045057572,92.5,1.0,0.4847055999999999,0.103984855,0.078165874,0.045057572,0.0,0.0,0.0,0.0,0.0,0.0,983741399278522368,Democrat,31013444,1057623,0,We must destigmatize free #lunch in all our #schools. #bospoli #mapoli  \nhttps://t.co/godpIZMHKL
12726,0.03462132,0.45620668,0.087891825,0.18560165,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325135791442567168,Democrat,242426145,109574,0,"We did it, John.\nhttps://t.co/TRxNf8N0Ui"
12727,0.07545808,0.2794976999999999,0.09125372,0.03148719,82.5,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,0.12144509475148532,0.0,0.0,1263247632291381248,Democrat,771152516,304829,0,"The presidential race is over but the fight for delegates continues.\n\nThank you @AndrewYang and @BernieSanders for standing up for democracy.\n\nIf you live in New York, make sure you apply for an absentee ballot to vote for Bernie by June 23rd. https://t.co/D9L3059VI9"
12728,0.09497272,0.2330278999999999,0.07676576,0.035427425,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826214795649155072,Democrat,15954997,73814,0,Acting AG Sally Yates sends a signal that justice can and will prevail. https://t.co/aCjqdM0uU5
12731,0.34290764,0.036139295,0.15469755,0.05686,100.0,1.0,0.34290764,0.15469755,0.036139295,0.05686,0.0,0.0,0.0,0.0,0.0,0.0,1297168786458583040,Democrat,1058717720,24824,0,We must ensure there is full transparency into Purdue Pharma’s practices so that bad actors are held accountable for the opioid crisis. I’ll continue my work as co-chair of the Bipartisan Opioid Task Force to help communities heal &amp; prevent future tragedy. https://t.co/JfyMlplRb1
12732,0.2774722,0.04652935,0.15336655,0.04545641,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710900066593193984,Democrat,15954997,73814,0,A good read showing why we need a better #FarmBill &amp; #agricultural policy that benefits ALL Americans: https://t.co/wNBeFxa9xJ
12733,0.32059625,0.03703649,0.45140338,0.06363216,100.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.35221097995091344,0.0,0.49591730041432036,0.04068874304313355,1346477310208143360,Democrat,193441812,255091,0,"We can't let another day go by without passing the CASH Act. The Senate needs to put $2,000 survival checks to a standalone vote—without McConnell's ""poison pill"" additions. Put money in people’s pockets NOW.\nhttps://t.co/OvmSUmaaS0"
12734,0.6680448999999999,0.039954152,0.1666157,0.08882969,87.5,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.7339223365220583,0.0,0.18304605550503913,0.04389412237051352,857192919895347200,Democrat,23593446,150370,0,"BREAKING: Republicans want to cut quality health care for millions of Americans, but keep it for themselves. https://t.co/fhTB1yckxH"
12735,0.056829534,0.7556,0.032283325,0.030652044,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811994717567074304,Democrat,29201047,496950,0,"#TodaysClimateFact: 1st fully operational US offshore wind-farm up &amp; running, bringing us 1 step closer to #100by50! https://t.co/bPPBL4QNRH"
12736,0.7544945,0.03598524,0.107438765,0.05808323,100.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.5229757354229856,0.0,0.07447087704259253,0.024943067647772967,1303441770961928192,Democrat,18137749,194378,0,The Trump Administration needs to stop treating our troops and federal workers like political pawns and get serious about real economic relief. Americans can see through Trump’s fake payroll scheme.\nhttps://t.co/gDyWec1nu9
12737,0.4604006,0.07799382,0.14105894,0.051334035,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421020556599648256,Democrat,28602948,42789,0,"Thx @PaulKrugmanBlog: ""#GOP stuck in Reaganite 70s fantasy on #poverty. Reality hasn't sunk in."" http://t.co/cFeq8YzSSQ #jobs #p2 #OWS"
12738,0.063276865,0.20163417,0.040483937,0.027580015,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.043860180569422286,0.0,0.0,1599863179521232896,Democrat,571214272,49912,0,AAPIs can make the difference in Georgia and in states across the country. And I saw firsthand how the Warnock team has made language access and outreach to AAPI communities a priority.\n\nEvery Democratic campaign should take note. https://t.co/WOHpBiOMHV
12739,0.07626653,0.40899274,0.034723032,0.031562164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760478312489750528,Democrat,1099199839,207534,0,This is a great example of how technology developed at our national labs can spur industry &amp; create jobs at home. https://t.co/TAF8rCGOPe
12740,0.03489075,0.031780526,0.06010992,0.45139787,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285231779360669696,Democrat,346964561,33993,0,"Take a moment to read @JasonVillalba’s story about losing his grandfather to COVID-19.\n\nThank you, Jason, for sharing your family’s story &amp; shining a light on the need to understand why Latinos are being hit so hard &amp; what needs to be done to stop it. https://t.co/5Fn0VP6Ft4"
12741,0.5816859999999999,0.047855113,0.22280523,0.11605497,100.0,1.0,0.5816859999999999,0.22280523,0.047855113,0.11605497,0.0,0.0,0.0,0.0,0.0,0.0,1294416776068046848,Democrat,970207298,7040193,0,"Resign, @DHS_Wolf &amp; @HomelandKen. https://t.co/HNzzMWDIOt"
12744,0.80880195,0.04062849,0.064329855,0.053220306,57.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681096,0.5606187912738858,0.8885597613687299,0.0445900576190801,0.028161523293907934,1496619251611979776,Democrat,258900199,79928,0,The National Archives has confirmed to @OversightDems that some of the documents withheld by Trump contained classified information. This is disgraceful.\nhttps://t.co/XWKaScWQ8g
12745,0.09047205,0.035690736,0.38982865,0.058910027,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437826844452085760,Democrat,1071102246,44361,0,"The Gulf is reeling from hurricanes, the Northeast from floods &amp; the West is literally on fire. The climate crisis is here, but so is the political opportunity to #ActOnClimate with the #BuildBackBetterAct &amp; save our planet. \n\nWe have got to get this done. https://t.co/kB3gHGQod8"
12746,0.6315643,0.03623382,0.2345158,0.06087209,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200263498939383808,Democrat,17494010,3458911,0,Some say compromise is the problem. Lots of things wrong w/Washington but too much compromise isn’t one of them http://t.co/SgcgAcWu
12748,0.09141045,0.06966055,0.21455641,0.0663483,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104393151735840768,Democrat,970207298,7040194,0,People all across this country are being crushed by student loan debt. That’s why I’m so glad @EricLesser is leading the fight to help student borrowers in Massachusetts. https://t.co/PyWbk02KOj
12749,0.5702108,0.09363001,0.12670666,0.045914333,100.0,1.0,0.5702108,0.12670666,0.09363001,0.045914333,1.0986122886681096,0.0,0.6264405920112737,0.0,0.139201493732092,0.10286307957411799,1154400571186733056,Democrat,258900199,79928,0,"Fact checking is important, otherwise falsity becomes fact. Many House Republicans are so scared of the truth that they create fake news. Thanks @WashPost for clearing some things up from yesterday’s Judiciary and Intelligence Hearings. https://t.co/fe58ipTspx"
12751,0.075198136,0.29764062,0.034833845,0.02814688,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002998031237738496,Democrat,231510077,275839,0,San Antonio has 11 partnerships on 4 continents around the world including #Japan. The U.S. and #Japan share a special partnership and I am glad to have co-founded the @USJapanCaucus in Congress. https://t.co/fc0TgpFjkL via @TPRNews
12752,0.7901931400000001,0.031802762,0.076239,0.06077075,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166098100722774016,Democrat,242555999,584205,0,"Recent poll shows 70% of Americans “angry because our political system seems to only be working for the insiders with money and power, like those on Wall Street or in Washington, rather than it working to help everyday people get ahead.""   \nhttps://t.co/2wfmhjmreD"
12753,0.17251079,0.12749694,0.13625525,0.2589559999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326025402579558400,Democrat,346964561,33993,0,"Great OpEd on the tragedy in West, Texas. Time for TX to end this obsession with deregulation and protect the people. http://t.co/zijVjY0IZA"
12755,0.41019797,0.034162126,0.45846403,0.061563414,100.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,0.6931471805599453,0.4506485306287126,0.28432756637691303,0.5036742172703048,0.037530931430628335,1230918850788691968,Democrat,29201047,496950,0,"America, this is a RED ALERT. @realDonaldTrump fired the acting Director of National Intelligence for doing his job to keep America safe and protect our election from Russian attacks. Our democracy is under attack. From without and from within. https://t.co/ePaOtbzIFI"
12756,0.54264313,0.1102551,0.06290175,0.1343677999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932711400371380224,Democrat,85396297,27022,0,I agree with the @NorwichBulletin - the elimination of the federal investment tax credit for historic building revitalization and preservation efforts is a big “thumbs down.” Huge hit for cities like Norwich. https://t.co/VOUtSofhaZ
12757,0.6343797999999999,0.07824768,0.18223786,0.05373711,100.0,1.0,0.6343797999999999,0.18223786,0.07824768,0.05373711,1.6094379124341003,0.0,1.020994901002362,0.0,0.2933005209648578,0.1259347827520115,831961432241688576,Democrat,140519774,54281,0,Senate Republicans are right in calling on @realDonaldTrump to withdraw Puzder’s nomination for Secretary of Labor. https://t.co/nOiUQI8Sks
12758,0.74105424,0.033972535,0.11219673,0.073004864,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252617525512359936,Democrat,970207298,7040193,0,"You have nobody to blame but yourself for this completely bungled response to a deadly crisis, Mr. President. Not immigrants. Not governors or mayors. Just you. Stop scapegoating immigrants with more racism and xenophobia and do your job. https://t.co/tr5CnG2RYg"
12759,0.28714576,0.22988257,0.13519655,0.079030596,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014254729612922880,Democrat,2962868158,108847,0,Two-thirds of Americans oppose rolling back Roe v. Wade\nhttps://t.co/0LwV05VN1d
12760,0.04867953,0.5639871,0.030596077,0.040912427,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751872503577010176,Democrat,90639372,20727,0,Well done to a fellow Germantown alumn https://t.co/kjPAWZpt8n
12761,0.54363996,0.054352112,0.17143649,0.039632585,95.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.7536450110274429,0.0,0.2376614393771865,0.07534802638055674,1219022934662090752,Democrat,357606935,5910641,0,Republicans and the Trump administration are hoping that the Supreme Court will back their extreme plans to limit access to abortion and birth control—which is why I've got a plan to protect both no matter what the Supreme Court does. Enough is enough. https://t.co/X8mqEpP66j
12763,0.07973543,0.15238625,0.20698336,0.029984202,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.055268388495234876,0.0,0.0,1061671899015593984,Democrat,571214272,49912,0,"This past Tuesday, @TheDemocrats treated every single election like they mattered -- because every single one does! Now, these red-to-blue flips at state and local levels will make a big difference for families across the country https://t.co/YOBH8Zheph"
12764,0.53657603,0.02763184,0.29391193,0.08167222,87.5,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.3719261623505486,0.0,0.203724225612432,0.01915293198968352,1191404937814695936,Democrat,248735463,330306,0,"People are losing their homes, hospitals don't have power, first responders are risking their lives – and Trump is threatening to pull federal aid. It is beyond sickening and we won’t stand for it. https://t.co/rLYzG6uWtX"
12765,0.13939042,0.0769162999999999,0.06728447,0.03771252,100.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0966180766200666,0.0,0.04663804067597022,0.05331431648410285,1224037517021728768,Democrat,516880804,44544,0,"In Congress, I’m working hard to invest in clean air &amp; clean water for MN communities, combat climate change, ensure our public lands &amp; waters like the Great Lakes &amp; #BWCA can be enjoyed by future generations – and hold the Trump admin accountable. https://t.co/voERHczTPq"
12767,0.060391657,0.030917067,0.193928,0.042214878,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467626029506252800,Democrat,33537967,2043866,0,Minnesotans are on the front lines of helping make sure we learn as much about the spread of variants like Omicron as quickly as possible. The way we support their work is by getting vaccinated! \n\nhttps://t.co/2fZlta8xh1
12768,0.41690856,0.04834879,0.114774786,0.07078882,100.0,1.0,0.41690856,0.114774786,0.04834879,0.07078882,0.0,0.6931471805599453,0.0,0.28897899291530676,0.0,0.0,1030485726658473984,Democrat,258900199,79928,0,"""No one has a monopoly on the truth, but the whole premise of our democracy is that truth and justice must win out. And the role of a trained journalist is to get as close to the truth as is humanly possible."" https://t.co/14IVdYwBG1"
12769,0.7557284,0.044183712,0.093509406,0.068688415,100.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.5238310097290785,0.0,0.06481578112473524,0.030625815399472622,936647045183614976,Democrat,248735463,330306,0,Let's compare GOP claims about the tax scam with the truth:\n\nWon't add to the debt 🚨FALSE🚨\nWill help middle class 🚨FALSE🚨\nWon't benefit Trump 🚨FALSE🚨\nWill boost economy 🚨FALSE🚨\n\nThis bill is a scam.\n\nhttps://t.co/dPveu0wDOF
12770,0.03785515,0.026578037,0.6290300000000001,0.051805016,100.0,1.0,0.03785515,0.6290300000000001,0.026578037,0.051805016,0.0,0.0,0.0,0.0,0.0,0.0,1055508540985692160,Democrat,1135486501,29751,0,I hope students and faculty at @PLNU are safe. San Diegans in the surrounding area should also take caution. Please remain indoors until further instruction from law enforcement. \nhttps://t.co/HPy1Tga7Jt
12772,0.56185526,0.028683629,0.14448941,0.19147483,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763113663913795584,Democrat,248735463,330306,0,This is what the racial wealth gap looks like. https://t.co/Wf8t2w6mje
12773,0.13731728,0.026267555,0.66990703,0.05233863,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196457765704814592,Democrat,24195214,54979,0,".@EPAAWheeler said the threats of #ClimateChange are 50-75 years away but for 2 MILLION Americans living near Superfund sites, those threats are HERE and NOW!\nhttps://t.co/jcE2cmcpxs"
